ID,Module,Feature/Screen,Description/Asumptions,"Fields/Components, Component Type, Required?",User Flow
3.2,Users management,,,,
3.2.1,User List & Search,User list & search,"- Web Admin Panel screen; entered from the User management section of the Admin Panel navigation.
- Accessible to authenticated Admins; certain actions (data export) are Super Admin only.
- Displays a searchable, filterable table of all registered users — both Candidates and Employers — in one combined list by default.
- Columns: User ID, Name (first + last for Candidate, company name for Employer), Email, Role (Candidate / Employer), Registration date, Account status (Active / Suspended / Deleted), Number of active listings.
- Filter by role (All / Candidate / Employer) and by account status (All / Active / Suspended / Deleted).
- Search is a basic text match against name and email, across both roles.
- Default sort: registration date descending (most recent first); pagination applied.
- Clicking a row opens the User detail screen (3.2.2).
- Bulk export of all users (CSV) is available from this screen and is Super Admin only; per-user export lives on the detail screen (3.2.2).
- Exported data contains personal information (emails) and must be handled per GDPR / Swiss data-protection law — the Client is responsible for lawful use.","Screen name: User list & search (web)
- Role filter — Dropdown / Segmented control — Values: All / Candidate / Employer — Default: All
- Status filter — Dropdown / Segmented control — Values: All / Active / Suspended / Deleted — Default: All
- Search — Text field — Optional — Placeholder ""Search by name or email"" — Basic text match
- User table — Table — Required — Sorted by registration date descending — Paginated
  + User ID — Text — Read-only
  + Name — Text — Read-only — First + last (Candidate) / company name (Employer)
  + Email — Text — Read-only
  + Role — Text / Badge — Candidate / Employer
  + Registration date — Text — Format: dd/mm/yyyy
  + Account status — Badge — Active / Suspended / Deleted
  + Active listings — Number — Read-only count
  + Row — Clickable — Opens User detail (3.2.2)
- Export all users (CSV) — Button — Secondary — Super Admin only — Bulk export (see 3.2.2 export columns)
- Empty state — Display — Conditional — ""No users match the current filters.""","Screen: User list & search

Preconditions:
- Admin must be authenticated (3.1.1).
- Entered via the Admin Panel > User management.
- The [Export all users] action is visible only to Super Admin.

Admin opens User management.
1. System loads the combined user list (Candidates + Employers) sorted by registration date descending, paginated, with role=All and status=All:
   1.1. If users exist ? system displays the table with all columns.
   1.2. If none match ? system displays empty state: ""No users match the current filters.""
2. Admin changes the Role and/or Status filter ? system reloads the list filtered accordingly.
3. Admin types in Search ? system filters by basic text match on name or email across both roles.
4. Admin clicks a row ? system navigates to the User detail screen (3.2.2) for that user.
5. Super Admin clicks [Export all users (CSV)] ? system generates a CSV of all users (columns per 3.2.2) ? browser downloads the file ? system logs the export with admin ID and timestamp.
   5.1. If a non-Super-Admin somehow triggers export ? system does NOT generate the file ? system shows a permission error.
6. Pagination: Admin moves between pages ? system loads the corresponding page."
3.2.2,View and manage user accounts (RUD),View and manage user accounts (RUD),"- Web Admin Panel screen; entered by clicking a user in the list (3.2.1).
- Shows the full profile and activity of a single user and provides admin actions: Suspend, Reactivate, Delete, and Export user data.
- Displays: all registration fields, role, account status, registration date, phone-verification status (Candidate only); a listing summary (counts of Published, Draft, Archived, Rejected); and subscription status (Employer only: plan, status, start/end dates).
- Suspend ? sets status Suspended and hides all the user's listings from swipe feeds (listings are not deleted); the suspended user cannot create new listings or swipe. Existing conversations and favourites are preserved and remain fully accessible to BOTH parties (the other party can still message the suspended user; the suspended user can still read and receive messages). The other party is NOT notified of the suspension and no ""user suspended"" message appears in the chat (privacy / FADP — account status is personal data). Reactivate ? restores a Suspended user to Active and makes listings visible again.
- Delete ? permanently removes the user and their personal data (profile/thumbnail, contact details, listing data) — irreversible. In existing conversations, the deleted user's message TEXT is retained for the other party, but their name is replaced with ""Deleted account"" (generic placeholder avatar) in the chat header and bubbles; the conversation becomes read-only for the other party (input/send disabled) with a footer note ""This account is no longer available""; the other party can still scroll/read history. The other party is NOT push/in-app notified — the ""Deleted account"" label is the only indicator.
- Suspension is reversible; deletion is permanent and irreversible — both require a confirmation, and Delete requires an explicit irreversibility warning.
- Export user data ? CSV of this user's profile (User ID, name/company name, email, role, registration date, account status); Super Admin only. Full export incl. messages/videos is out of MVP scope.
- All admin actions on a user account are logged with admin ID and timestamp for audit.","Screen name: User detail (RUD)
- Profile information — Display (read-only) — All registration fields, role, account status, registration date, phone-verification status (Candidate only)
- Listing summary — Display — Counts: Published / Draft / Archived / Rejected
- Subscription status — Display — Employer only — Plan, status, start date, end date
- Suspend account — Button — Danger — Sets status Suspended, hides listings (with confirmation)
- Reactivate account — Button — Primary — Conditional (shown when Suspended) — Restores to Active
- Delete account — Button — Danger — Permanent delete (with irreversible-delete confirmation)
- Export user data — Button — Secondary — Super Admin only — Downloads this user's CSV

Popup: Delete account confirmation
- Warning — Text — ""This permanently deletes the user and their data (profile, listings, videos, contact details). Existing chats stay readable for the other party but the user appears as 'Deleted account'. This cannot be undone.""
- Confirm delete — Button — Danger
- Cancel — Button — Secondary","Screen: View and manage user accounts (RUD)

Preconditions:
- Admin must be authenticated (3.1.1).
- Entered by selecting a user from 3.2.1.
- [Export user data] is visible only to Super Admin.

Admin opens a user's detail screen.
1. System loads and displays the user's full profile, listing summary, and (for Employers) subscription status.
2. Admin clicks [Suspend account] ? system asks for confirmation (""Suspend this account? All their listings will be hidden from the feed."") :
   2.1. On confirm ? system sets status Suspended ? hides all the user's listings from swipe feeds (not deleted) ? the user can no longer create listings or swipe ? existing conversations and favourites are preserved and stay fully usable for both parties ? system does NOT notify the other chat party and does NOT insert any ""suspended"" system message ? logs the action (admin ID + timestamp) ? success message: ""Account suspended.""
   2.2. On cancel ? no change.
3. Admin clicks [Reactivate account] (Suspended users) ? system sets status Active ? makes the user's listings visible again ? logs the action ? success message: ""Account reactivated.""
4. Admin clicks [Delete account] ? system opens the irreversible-delete confirmation:
   4.1. On [Cancel] ? system does NOT delete.
   4.2. On [Confirm delete] ? system permanently removes the user and their personal data (profile/thumbnail, contact details, listing data) ? in existing conversations the deleted user's message text is retained but their identity is replaced with ""Deleted account"" (placeholder avatar), and the conversation becomes read-only for the other party (input/send disabled, footer ""This account is no longer available"") ? the other party is NOT notified ? logs the action ? success message: ""Account permanently deleted."" ? system returns to the user list (3.2.1). This cannot be undone.
5. Super Admin clicks [Export user data] ? system generates a CSV of this user's profile fields (User ID, name/company name, email, role, registration date, account status) ? browser downloads it ? logs the export (admin ID + timestamp).
   5.1. If a non-Super-Admin triggers export ? system does NOT generate the file ? permission error.
6. Every administrative action (suspend/reactivate/delete/export) is recorded with admin ID and timestamp for audit."
3.3,Video Management,,,,
3.3.1,Video List & Search,Moderation queue,"- Web Admin Panel screen; entered from the Video moderation section of the Admin Panel navigation.
- This is the primary (and only) video-moderation tool in MVP — there is NO automated AI pre-screening; every submitted video enters this queue for manual human review before publication.
- Displays a table of all submitted videos with columns: Video ID, User name, User role, Listing ID, Submission date, Review status (Pending review / Approved / Rejected).
- Filter by review status (All / Pending review / Approved / Rejected); search by user name or listing ID.
- Default sort: Pending-review items to the top, then by submission date descending; pagination applied.
- All submitted videos appear regardless of current status; Pending-review rows are highlighted to flag that they need attention.
- Clicking a row opens the Video review screen (3.3.3) (the view/play screen 3.3.2 is the read-only viewer embedded in that flow).
- Admins can only approve or reject — they can never change or remove the content of a user's video.","Screen name: Moderation queue (web)
- Status filter — Dropdown / Segmented control — Values: All / Pending review / Approved / Rejected — Default: All (Pending sorted to top)
- Search — Text field — Optional — Placeholder ""Search by user name or listing ID""
- Video table — Table — Required — Pending-review items sorted to top, then submission date descending — Paginated
  + Video ID — Text — Read-only
  + User name — Text — Read-only
  + User role — Text / Badge — Candidate / Employer
  + Listing ID — Text — Read-only
  + Submission date — Text — Format: dd/mm/yyyy
  + Review status — Badge — Pending review (highlighted) / Approved / Rejected
  + Row — Clickable — Opens Video review (3.3.3)
- Empty state — Display — Conditional — ""No videos match the current filter.""","Screen: Moderation queue

Preconditions:
- Admin must be authenticated (3.1.1).
- Entered via Admin Panel > Video moderation.
- Videos arrive here when users tap [Submit for review] (2.2.5 / 2.2.6) — no AI pre-screening.

Admin opens the Video moderation queue.
1. System loads all submitted videos with Pending-review items sorted to the top, then by submission date descending, paginated:
   1.1. If videos exist ? system displays the table; Pending-review rows are highlighted.
   1.2. If none match ? system displays empty state: ""No videos match the current filter.""
2. Admin changes the status filter (All / Pending review / Approved / Rejected) ? system reloads filtered.
3. Admin searches by user name or listing ID ? system filters the table by text match.
4. Admin clicks a row ? system opens the Video review screen (3.3.3) with the inline player (3.3.2).
5. The queue never lets the admin alter video content — only the approve/reject decision (3.3.3) changes state."
3.3.2,Video Review,View and play video,"- Web Admin Panel screen/component; opened from a video row in the moderation queue (3.3.1).
- Lets the Admin view a submission's full details and play the video inline within the Admin Panel before deciding — no download required.
- Displays: submitter name, company name (Employer) or full name (Candidate), account type, submission date/time, associated Listing ID, video status, and an embedded inline video player.
- This screen is read-only — the approve/reject actions are performed on the Video review screen (3.3.3); the Admin makes the decision on their own judgement, with no AI flag data in MVP.
- The Admin can never change or remove the content of a user's video.","Screen name: View and play video (read-only)
- Submitter name — Display — Read-only
- Company name / Full name — Display — Read-only (Employer company / Candidate full name)
- Account type — Display / Badge — Candidate / Employer
- Submission date and time — Display — Format: dd/mm/yyyy hh:mm
- Associated Listing ID — Display — Read-only
- Video status — Badge — Pending review / Approved / Rejected
- Inline video player — Video player — Plays the submission inline (no download)
(Read-only screen — approve/reject live on 3.3.3.)","Screen: View and play video

Preconditions:
- Admin must be authenticated (3.1.1).
- Opened from a moderation-queue row (3.3.1).
- The video file must be accessible to the Admin Panel for inline playback.

Admin opens a video from the queue.
1. System displays the submission details (submitter, account type, submission date/time, listing ID, status) and the embedded player.
2. Admin plays the video inline within the panel:
   2.1. If the video loads ? system plays it inline (no download).
   2.2. If the video fails to load ? system shows a player error with a retry option; the Admin does NOT make a decision on an unviewable video.
3. This screen is read-only; system does NOT expose any content-editing controls.
4. Admin proceeds to the Video review screen (3.3.3) to approve or reject."
3.3.3,,Video review,"- Web Admin Panel screen; the decision screen for a submitted video, opened from the queue (3.3.1) with the inline player (3.3.2).
- Lets an Admin watch the video and decide: Approve and publish, or Reject — keeping/Setting the listing accordingly. Optional internal Admin notes can be recorded (not visible to users).
- Approve and publish ? listing status changes to Published ? it becomes visible in the swipe feed ? the user is notified (Video validation notice, 2.7.6) ? ""New matching profile"" notifications are sent to matching Employers (2.7.3).
- Reject ? listing status becomes Rejected (kept out of the feed; the user can record/upload a replacement, 2.2.5 / 2.2.6) ? the user is notified (2.7.6); rejection reason details are NOT disclosed to the user (to prevent gaming).
- Approve and Reject are available only for videos in Pending-review status.
- The Admin can never edit or alter video content — only approve or reject.
- The acting Admin's ID and the timestamp are recorded with the decision for audit.
- This is the manual moderation gate referenced by the mobile submission flow (2.2.5 / 2.2.6 / 2.6.2 / 2.6.6) — there is no prior AI decision to override.","Screen name: Video review (decision)
- Inline video player — Video player — Plays the submitted video (3.3.2)
- User profile summary — Display — Name, role, listing details
- Video status — Badge — Pending review / Approved / Rejected
- Approve and publish — Button — Primary — Enabled only for Pending-review videos — Publishes the listing
- Reject — Button — Danger — Enabled only for Pending-review videos — Sets the listing to Rejected
- Admin notes — Textarea — Optional — Internal only, never shown to users

Popup: Reject confirmation
- Message — Text — ""Reject this video? The user will be notified and can submit a new video.""
- Confirm reject — Button — Danger
- Cancel — Button — Secondary","Screen: Video review

Preconditions:
- Admin must be authenticated (3.1.1).
- Opened from a moderation-queue row (3.3.1); the video plays inline (3.3.2).
- Approve/Reject are available only when the video is in Pending-review status.

Admin opens the Video review screen and watches the video.
1. System displays the inline player, user profile summary, video status, [Approve and publish], [Reject], and optional [Admin notes].
   1.1. If the video is already Approved or Rejected (not Pending) ? system disables [Approve and publish] and [Reject] (decision already made).
2. Admin optionally enters [Admin notes] (internal only — never shown to the user).
3. Admin clicks [Approve and publish] ? system:
   3.1. Changes the listing status to Published ? makes it visible in the swipe feed.
   3.2. Records the acting Admin ID + timestamp with the decision (audit).
   3.3. Notifies the submitting user of approval/publication (Video validation notice, 2.7.6).
   3.4. Sends ""New matching profile"" notifications to matching Employers (2.7.3).
   3.5. Displays success message: ""Video approved and listing published.""
4. Admin clicks [Reject] ? system opens the reject confirmation (""Reject this video? The user will be notified and can submit a new video.""):
   4.1. On [Cancel] ? no change.
   4.2. On [Confirm reject] ? system sets the listing status to Rejected (kept out of the feed) ? records Admin ID + timestamp (audit) ? notifies the user (2.7.6) WITHOUT disclosing the rejection reason ? displays success message: ""Video rejected.""
5. System never lets the Admin edit or remove the video content — only approve or reject.
6. After a decision, the item's status updates in the moderation queue (3.3.1)."
3.4,Subscription Management,,,,
3.4.1,Subscription List & Search,Subscription list,"- Web Admin Panel screen; entered from the Subscription management section of the Admin Panel navigation.
- Displays a searchable, filterable, READ-ONLY list of all Employer subscriptions.
- Columns: Subscription ID, Employer name, Plan type (Daily / Monthly / 3-Month / Yearly), Status (Active / Expired / Cancelled), Start date, End date, Platform (iOS / Android).
- Filter by plan type (All / Daily / Monthly / 3-Month / Yearly) and by status (All / Active / Expired / Cancelled); search by employer name.
- Default sort: start date descending; pagination applied.
- This is strictly read-only — subscription changes, cancellations, and refunds are managed only through the Apple/Google store consoles, never the Admin Panel. The Admin cannot change any subscription data.
- The Employer's payment details (cards, etc.) must NEVER be disclosed anywhere in the Admin Panel — only subscription status/metadata is shown.
- Clicking a row opens the individual subscription log (3.4.2).","Screen name: Subscription list (web, read-only)
- Plan filter — Dropdown — Values: All / Daily / Monthly / 3-Month / Yearly — Default: All
- Status filter — Dropdown — Values: All / Active / Expired / Cancelled — Default: All
- Search — Text field — Optional — Placeholder ""Search by employer name""
- Subscription table — Table — Required — Sorted by start date descending — Paginated — Read-only
  + Subscription ID — Text — Read-only
  + Employer name — Text — Read-only
  + Plan type — Badge — Daily / Monthly / 3-Month / Yearly
  + Status — Badge — Active / Expired / Cancelled
  + Start date — Text — Format: dd/mm/yyyy
  + End date — Text — Format: dd/mm/yyyy
  + Platform — Badge — iOS / Android
  + Row — Clickable — Opens 3.4.2
- Empty state — Display — Conditional — ""No subscriptions match the current filters.""
(No edit/cancel/refund controls — read-only screen. No payment-method data shown.)","Screen: Subscription list

Preconditions:
- Admin must be authenticated (3.1.1).
- Entered via Admin Panel > Subscription management.
- This screen is read-only by design.

Admin opens Subscription management.
1. System loads all Employer subscriptions sorted by start date descending, paginated:
   1.1. If subscriptions exist ? system displays the table.
   1.2. If none match ? system displays empty state: ""No subscriptions match the current filters.""
2. Admin changes the plan/status filters ? system reloads filtered.
3. Admin searches by employer name ? system filters by text match.
4. Admin clicks a row ? system opens the individual subscription log (3.4.2).
5. System exposes NO controls to edit/cancel/refund a subscription and NEVER displays payment-method details — changes happen only in the store consoles."
3.4.2,Subscription Analytics,Individual subscription log,"- Web Admin Panel screen; entered by clicking an Employer in the subscription list (3.4.1).
- Shows a single Employer's detailed subscription history — current and past subscriptions — all READ-ONLY.
- Current subscription section: plan name, start date, expiry date, status (Active / Expired / Cancelled), payment platform, transaction ID (the reference provided by the App Store / Play Store).
- Subscription history table: Date, Plan, Transaction ID, Payment platform — sorted by most recent transaction date descending.
- No edit or action buttons — entirely read-only — plus a [Back] control to the subscription list.
- The Admin cannot change any subscription data; the Employer's payment details (cards, etc.) must NEVER be disclosed — only the store transaction ID and metadata are shown.D4","Screen name: Individual subscription log (read-only)
- Current subscription — Display (read-only)
  + Plan name — Text
  + Start date — Text — Format: dd/mm/yyyy
  + Expiry date — Text — Format: dd/mm/yyyy
  + Status — Badge — Active / Expired / Cancelled
  + Payment platform — Badge — iOS / Android
  + Transaction ID — Text — Store-provided reference (no card data)

- Subscription history — Table — Sorted by transaction date descending
  + Date — Text — Format: dd/mm/yyyy
  + Plan — Text
  + Transaction ID — Text — Store-provided reference
  + Payment platform — Badge — iOS / Android
- Back — Button — Secondary — Returns to the subscription list (3.4.1)
(No edit/action buttons; no payment-method/card data.)","Screen: Individual subscription log

Preconditions:
- Admin must be authenticated (3.1.1).
- Entered by selecting an Employer from 3.4.1.
- Read-only by design.

Admin opens an Employer's subscription log.
1. System displays the current subscription section (plan, start/expiry, status, platform, transaction ID) and the subscription-history table sorted by transaction date descending.
   1.1. If the Employer has no subscription history ? system shows an appropriate empty state in the history table.
2. Admin reviews the read-only data; system exposes NO edit/cancel/refund actions and NEVER shows payment-method/card details (only the store transaction ID).
3. Admin clicks [Back] ? system returns to the subscription list (3.4.1)."
3.5,Report Management,,,,
3.5.1,General Report Settings,Date range selection,"- This is not a standalone screen — it is a reusable date-range component embedded at the top of every report screen (3.5.2–3.5.6).
- Lets the Admin control the time period of data shown on any report.
- Components: ""From"" date input, ""To"" date input, [Apply], quick-select shortcuts (Last 7 days / Last 30 days / Last 3 months / Last 12 months), a label showing the active range, and a [Refresh] button.
- All reports default to the last 30 days on initial load.
- ""To"" date cannot be in the future; ""From"" date cannot be later than ""To"" — validation enforced on Apply.
- Refresh is per admin user per report screen (two admins can refresh the same report independently); auto-refresh is NOT supported — data updates only on manual refresh or initial page load.
- All report screens are read-only and accessible to all admin roles unless stated otherwise; no report data can be modified.
- All data tables within reports are paginated.","This component is embedded at the top of every report screen (3.5.2–3.5.6). No standalone screen of its own.
- From date — Date input — Required — Format: dd/mm/yyyy — Cannot be later than To
- To date — Date input — Required — Format: dd/mm/yyyy — Cannot be a future date
- Quick-select shortcuts — Buttons/Chips — Last 7 days / Last 30 days / Last 3 months / Last 12 months
- Active-range label — Display — Shows the currently applied range
- Apply — Button — Primary — Applies the range and refreshes the report
- Refresh — Button — Secondary — Re-pulls data for the current range; shows a last-refreshed timestamp","Component: Date range selection (embedded in every report screen).

Preconditions:
- Admin must be authenticated (3.1.1) and on a report screen (3.5.2–3.5.6).

Admin opens any report screen.
1. System loads the report with the default range = last 30 days and renders all charts/KPIs/tables for that range.
2. Admin picks a custom range via the From/To inputs OR taps a quick-select shortcut (Last 7 days / 30 days / 3 months / 12 months).
3. Admin clicks [Apply] ? system validates the range:
   3.1. If To is a future date ? system does NOT apply ? system displays error: ""The 'To' date cannot be in the future.""
   3.2. If From is later than To ? system does NOT apply ? system displays error: ""The 'From' date cannot be after the 'To' date.""
   3.3. If valid ? system refreshes all charts, KPI cards, and tables on the report to reflect the selected range, and updates the active-range label.
4. Admin clicks [Refresh] ? system re-pulls data for the current range and updates the last-refreshed timestamp (refresh is per admin per report; no auto-refresh).
5. All report screens are read-only — no data can be modified from any report."
3.5.2,User & Growth,User registration report,"- Web Admin Panel report; entered from the Reports section.
- Shows new user registration activity within the selected date range (3.5.1), broken down by role and platform, to monitor growth and acquisition.
- KPI cards: total new candidate registrations, total new employer registrations (in period).
- Line chart ""New registrations over time"" — two lines (Candidates, Employers); daily granularity for ranges ? 30 days, weekly for > 30 days.
- Horizontal bar chart ""Top 10 countries by new registrations"".
- Pie chart ""Registration split by platform"" (iOS / Android).
- Country is determined at registration time, captured once and stored on the User record (it answers ""where did the user register from"", not where they are now). Primary method: the device locale's country component (e.g. en_CH ? CH) — a free, permission-free OS call. Fallback: IP geolocation (e.g. MaxMind GeoLite2) only when the locale has no country component. Users with neither are grouped as ""Unknown"".
- Deleted accounts are excluded from registration counts.
- All data is read-only; accessible to all admin roles.","Screen name: User registration report
- Date range selector — Component — Embedded (3.5.1)
- KPI card — New candidate registrations — Display — Count in period
- KPI card — New employer registrations — Display — Count in period
- Line chart — ""New registrations over time"" — Two series (Candidates, Employers) — Daily ?30d / weekly >30d
- Horizontal bar chart — ""Top 10 countries by new registrations""
- Pie chart — ""Registration split by platform"" (iOS / Android)
- Refresh — Button — Secondary — With last-refreshed timestamp
(All charts/KPIs read-only.)","Screen: User registration report

Preconditions:
- Admin must be authenticated (3.1.1); accessible to all admin roles.
- Entered via Reports; uses the embedded date-range component (3.5.1), default last 30 days.

Admin opens the User registration report.
1. System loads KPIs and charts for the default last-30-days range (3.5.1).
2. System computes counts excluding deleted accounts:
   2.1. KPI cards show total new candidate and employer registrations in the range.
   2.2. Line chart plots Candidates vs Employers over time (daily ?30d, weekly >30d).
   2.3. Bar chart shows the top 10 countries by new registrations — country is captured once at registration from the device locale's country component (e.g. en_CH ? CH), with IP geolocation as a fallback only when the locale has no country; users with neither are grouped as ""Unknown"".
   2.4. Pie chart shows the iOS/Android split.
3. Admin changes the date range (3.5.1) and clicks [Apply] ? all KPIs/charts refresh for the new range.
4. If there are zero registrations in the range ? charts render empty states and KPI cards show 0.
5. The report is read-only."
3.5.3,,Active listings report,"- Web Admin Panel report; entered from the Reports section.
- Shows the current state and publication activity of listings within the selected date range (3.5.1) — volume, popular sectors/locations, and status distribution.
- KPI cards: total active candidate listings, total active employer listings.
- Line chart ""New listings published over time"".
- Horizontal bar charts: ""Top 10 fields of activity by active listing count"" and ""Top 10 locations by active listing count"".
- Pie chart ""All listings by status"" (Active / Pending Review / Archived / Pending Review / Rejected / Draft).
- A listing is counted on the date it is approved by manual Admin moderation (3.3.3) and first published — NOT the date it was created as a draft. (There is no AI moderation — the original ""passes AI moderation"" wording is superseded by the manual-moderation model.)
- Pending Review and archived listings are included in the status pie chart but excluded from the active-listing KPI cards.
- The published line chart reflects new publications within the selected range only (not cumulative totals).
- All data is read-only; accessible to all admin roles.","Screen name: Active listings report
- Date range selector — Component — Embedded (3.5.1)
- KPI card — Total active candidate listings — Display
- KPI card — Total active employer listings — Display
- Line chart — ""New listings published over time"" (within range, not cumulative)
- Horizontal bar chart — ""Top 10 fields of activity by active listing count""
- Horizontal bar chart — ""Top 10 locations by active listing count""
- Pie chart — ""All listings by status"" — Active / Pending Review / Archived / Pending Review / Rejected / Draft
- Refresh — Button — Secondary — With last-refreshed timestamp
(All charts/KPIs read-only.)","Screen: Active listings report

Preconditions:
- Admin must be authenticated (3.1.1); accessible to all admin roles.
- Entered via Reports; uses the embedded date-range component (3.5.1), default last 30 days.

Admin opens the Active listings report.
1. System loads KPIs and charts for the default range (3.5.1).
2. System computes:
   2.1. KPI cards: total active candidate and employer listings (Pending Review/archived excluded from these counts).
   2.2. Line chart: new listings published within the range, where a listing is dated on its manual-Admin-moderation approval/first-publication (3.3.3), not its draft-creation date.
   2.3. Bar charts: top 10 fields of activity and top 10 locations by active listing count.
   2.4. Pie chart: all listings by status (Active / Pending Review / Archived / Pending Review / Rejected / Draft) — Pending Review and archived ARE included here.
3. Admin changes the date range (3.5.1) ? [Apply] ? all KPIs/charts refresh.
4. If no data in range ? empty states / zero KPIs.
5. The report is read-only."
3.5.4,Engagement,Swipe activity report,"- Web Admin Panel report; entered from the Reports section.
- Shows swipe activity across the platform within the selected date range (3.5.1) — engagement volume, direction trends, and subscription conversion at the swipe level.
- KPI cards: total swipes, total left swipes, total right swipes, overall right-swipe rate (%).
- Stacked bar chart ""Swipe volume over time by direction"" (Left / Right).
- Pie chart ""Right swipe conversion"" (Contact revealed / Redirected to subscription purchase).
- Horizontal bar chart ""Top 10 fields of activity by right swipe count"".
- Right-swipe rate = (total right swipes / total swipes) × 100.
- Both employer-on-candidate and candidate-on-employer swipes count toward total swipes.
- A right swipe is classified ""Contact revealed"" only if the employer had an active subscription at the exact time of the swipe (candidate right-swipes, being free and not contact-revealing, fall under the non-revealed/other bucket).
- All data is read-only; accessible to all admin roles.","Screen name: Swipe activity report
- Date range selector — Component — Embedded (3.5.1)
- KPI card — Total swipes — Display
- KPI card — Total left swipes — Display
- KPI card — Total right swipes — Display
- KPI card — Overall right-swipe rate (%) — Display
- Stacked bar chart — ""Swipe volume over time by direction"" (Left / Right)
- Pie chart — ""Right swipe conversion"" (Contact revealed / Redirected to subscription purchase)
- Horizontal bar chart — ""Top 10 fields of activity by right swipe count""
- Refresh — Button — Secondary — With last-refreshed timestamp
(All charts/KPIs read-only.)","Screen: Swipe activity report

Preconditions:
- Admin must be authenticated (3.1.1); accessible to all admin roles.
- Entered via Reports; uses the embedded date-range component (3.5.1), default last 30 days.

Admin opens the Swipe activity report.
1. System loads KPIs and charts for the default range (3.5.1).
2. System computes:
   2.1. KPI cards: total swipes, total left, total right, and right-swipe rate = (right / total) × 100. Both employer-on-candidate and candidate-on-employer swipes are included.
   2.2. Stacked bar chart: swipe volume over time split by Left/Right.
   2.3. Pie chart: right-swipe conversion — ""Contact revealed"" (employer had an active subscription at the exact swipe time) vs ""Redirected to subscription purchase"".
   2.4. Bar chart: top 10 fields of activity by right-swipe count.
3. Admin changes the date range (3.5.1) ? [Apply] ? all KPIs/charts refresh.
4. If no swipes in range ? empty states / zero KPIs.
5. The report is read-only."
3.5.5,"Subscription
& Revenue",Subscription performance report,"- Web Admin Panel report; entered from the Reports section.
- Shows subscription acquisition activity within the selected date range (3.5.1) — volume of new subscriptions, plan-preference distribution, and acquisition trends.
- KPI cards: total active subscriptions (point-in-time, as of the report end date), new subscriptions acquired in period, breakdown by plan type (Daily / Monthly / 3-Month / Yearly).
- Line chart ""New subscription acquisitions over time"".
- Grouped bar chart ""New subscriptions by plan type"".
- ""Total active subscriptions"" is a point-in-time count as of the report end date, NOT all subscriptions created in the period.
- The four plan types are the only ones in scope.
- The Admin Panel shows subscription COUNT data only for MVP — no revenue amounts, currency values, or financial totals. Actual revenue is viewed in the store dashboards (App Store Connect > Sales and Trends; Google Play Console > Financial reports), which are authoritative and provide commission/tax/payout detail.
- No direct financial-data integration for MVP (integrating the Apple/Google financial APIs — OAuth per store, multi-currency, commission/tax/refund logic — is disproportionate to MVP value). Post-MVP, an estimated gross-revenue column can be derived cheaply as count × configured plan price (an estimate that ignores refunds/regional/promo pricing); exact revenue stays in the store dashboards.
- Subscription data is sourced from the Apple/Google IAP APIs, so the available detail depends on what those APIs expose.
- All data is read-only; accessible to all admin roles.","Screen name: Subscription performance report
- Date range selector — Component — Embedded (3.5.1)
- KPI card — Total active subscriptions (as of report end date) — Display
- KPI card — New subscriptions acquired in period — Display
- KPI card — Breakdown by plan type — Display — Daily / Monthly / 3-Month / Yearly
- Line chart — ""New subscription acquisitions over time""
- Grouped bar chart — ""New subscriptions by plan type""
- Refresh — Button — Secondary — With last-refreshed timestamp
(Count data only — no revenue figures unless a financial integration is confirmed. Read-only.)","Screen: Subscription performance report

Preconditions:
- Admin must be authenticated (3.1.1); accessible to all admin roles.
- Entered via Reports; uses the embedded date-range component (3.5.1), default last 30 days.
- Subscription data is sourced from the Apple/Google IAP APIs.

Admin opens the Subscription performance report.
1. System loads KPIs and charts for the default range (3.5.1).
2. System computes:
   2.1. KPI cards: total active subscriptions as a point-in-time count at the report end date; new subscriptions acquired in the period; and a breakdown by the four plan types.
   2.2. Line chart: new subscription acquisitions over time.
   2.3. Grouped bar chart: new subscriptions by plan type.
3. System shows subscription COUNT data only — no revenue figures (those live in the store consoles unless a financial integration is confirmed).
4. Admin changes the date range (3.5.1) ? [Apply] ? all KPIs/charts refresh.
5. If no data in range ? empty states / zero KPIs.
6. The report is read-only."
